Title,Category,Date,Content
"Label Emisi Penerbangan Bakal Diluncurkan di Eropa, Penumpang Bisa Bandingkan Jejak Karbon",LESTARI,24/12/2024,"KOMPAS.com - Komisi Eropa, badan eksekutif dari Uni Eropa, bakal memperkenalkan Label Emisi Penerbangan atau Flight Emissions Label (FEL) di ""Benua Biru"".
Melalui program tersebut, maskapai penerbangan bisa melaporkan emisi setiap penerbangan secara sukarela dengan standar yang telah dibuat.
Informasi tersebut memungkinkan calon penumpang mengetahui emisi karbon yang dihasilkan dari setiap penerbangan.
Baca juga: AS, China, dan India Penyumbang Emisi Karbon Terbesar dari Pariwisata 
Sehingga calon penumpang bisa membandingkan emisi karbon dari setiap penerbangan dan memilih yang paling rendah.
""Label ini memastikan pelaporan emisi yang adil dan selaras serta mendukung tujuan nol emisi bersih penerbangan,"" kata Komisi Eropa, dikutip dari ESG News, Senin (23/12/204).



Komisi Eropa menyebutkan, FEL menggunakan metodologi yang mempertimbangkan beberapa faktor seperti jenis pesawat, jumlah penumpang rata-rata, volume angkutan, dan bahan bakar penerbangan yang digunakan. 
Badan Keselamatan Penerbangan Uni Eropa atau EASA akan mengawasi proses tersebut.
EASA juga menggunakan standar internasional yang canggih untuk memastikan estimasi karbon yang transparan dan adil berdasarkan data konsumsi riil.
Baca juga: Penumpang Kereta Api Bisa Tahu Jejak Karbon Perjalanan, Ini Caranya
Saat mencari penerbangan secara daring, penumpang akan melihat logo khusus dan data emisi untuk maskapai yang berpartisipasi dalam program tersebut.
Pada 1 Februari 2025, maskapai penerbangan yang beroperasi di dalam atau berangkat dari Eropa dapat ikut serta dengan mengirimkan data yang diperlukan ke EASA. 
Label pertama akan dikeluarkan pada 1 Juli 2025, dan berlaku untuk penerbangan pada musim dingin 2025.
Label Emisi Penerbangan merupakan bagian dari komitmen Uni Eropa terhadap transparansi jejak karbon sektor penerbangan.
Langkah tersebut sekaligus memberdayakan penumpang untuk memilih opsi perjalanan yang lebih ramah lingkungan.
Baca juga: Industri Tinggi Karbon Berhasil Pangkas Emisi Tapi Tidak Cukup Cepat
Mari berkontribusi langsung dalam upaya mencegah dan mengatasi masalah STUNTING  di Indonesia. Ikut berdonasi dengan klik Kompas.com Jernih Berbagi."
"Paralympic Training Center di Karanganyar Segera Tuntas Dibangun, Ini Sederet Fasilitasnya",PROPERTI,24/12/2024,"KOMPAS.com - Kementerian Pekerjaan Umum (PU) sedang mengerjakan pembangunan Paralympic Training Center di Kabupaten Karanganyar, Jawa Tengah.
Paralympic Training Center merupakan salah satu sarana dan prasarana olahraga untuk pembinaan atlet disabilitas yang semua fasilitasnya berstandar internasional.

Wamen PU, Diana Kusumastuti meminta agar dilakukan upaya percepatan agar training center ini dapat selesai tepat waktu dengan tetap memperhatikan kualitas pekerjaan.
""Pastikan agar konstruksinya bisa selesai sesuai target pada 31 Desember 2024. Selain bangunannya, pastikan jalan aksesnya juga diperbaiki agar memudahkan atlet atau masyarakat yang mau ke sini,"" ujarnya saat meninjau lokasi pembangunan pada Sabtu (21/12/2024), dikutip dari laman Kementerian PU.
Baca juga: Pakai Rumput Standar FIFA, Stadion Maguwoharjo Diresmikan 2025
Pusat latihan olahraga dengan luas bangunan 34.346 meter persegi tersebut dibangun di atas lahan seluas 80.262 meter persegi.



Lokasinya berada di kaki Gunung Lawu, tepatnya tidak jauh dari kawasan Bumi Perkemahan Cakra Pahlawasri di Desa Delingan, Karanganyar.
Kepala Balai Prasarana Permukiman Wilayah (BPPW) Jawa Tengah, Kuswara menambahkan, Paralympic Training Center dibangun dengan biaya APBN senilai Rp 409,2 miliar.
""Saat ini progres konstruksinya telah mencapai 97,6 persen,"" katanya.
Sejumlah sarana dan prasarana yang dibangun antara lain arena akuatik (kolam renang), kolam recovery, arena boccia, arena menembak, arena tenis meja dan wheel chair tenis meja, arena badminton, GOR multifungsi, lapangan sepak bola, lintasan atletik 400 meter, lintasan lari 100 meter, lintasan lompat jauh, lompat tinggi, dan tolak peluru.
Selain itu, disediakan pula hunian layak bagi para atlet berupa 2 tower rumah susun setinggi 5 lantai dengan kapasitas 188 kamar.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Harga Tiket Masuk Pipilaka Calling! TMII dan Jam Operasionalnya,NEWS,24/12/2024,"KOMPAS.com - Taman Mini Indonesia Indah (TMII) mengadakan pameran immersif Pipilaka Calling!. 
Pameran ini sebagai bagian dari agenda menyambut libur Natal 2024 dan Tahun Baru 2025 di TMII yang diadakan dari 14 Desember 2024 – 31 Januari 2025.
Pameran Pipilaka Calling! merupakan gabungan karya seni audio-visual dari berbagai seniman yang memanjakan mata dan imajinasi bagi setiap pengunjung. 
Pameran ini berisi pertunjukan seni sekaligus ajakan untuk menumbuhkan kesadaran dalam merawat bumi dan mencintai lingkungan.
Lokasinya ada di Contemporary Art Gallery, Taman Mini Indonesia Indah.
Adapun untuk membeli tiket bisa melalui reservasi online di tiket.com atau langsung on the spot di lokasi. Harga tiket masuk ke pameran Pipilaka belum termasuk tiket masuk TMII.





 
 
 

View this post on Instagram

 
 
 
A post shared by Bringing Indonesian Hospitality To The World (@injourney.id)


Harga Tiket Masuk Pipilaka Calling

Normal Pass: Rp 45.000
Student Pass: Rp 35.000
Anak di bawah 3 tahun: Free

Baca juga: Cara ke TMII Naik KRL dan Transjakarta
Jam Operasional Pipilaka Calling
Pukul 09.00 - 18.00 WIB

Sesi 1: 09.00 WIB
Sesi 2: 09.20 WIB
Sesi 3: 09.40 WIB
Sesi 4: 10.00 WIB
Sesi 5: 10.20 WIB
Sesi 6: 10.40 WIB
Sesi 7: 11.00 WIB
Sesi 8: 13.00 WIB
Sesi 9: 13.20 WIB
Sesi 10: 13.40 WIB
Sesi 11: 14.00 WIB
Sesi 12: 14.20 WIB
Sesi 13: 14.40 WIB
Sesi 14: 15.00 WIB
Sesi 15: 15.20 WIB
Sesi 16: 15.40 WIB
Sesi 17: 16.00 WIB
Sesi 18: 16.20 WIB

Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
Korea Utara Disebut Siapkan Pasukan dan Drone untuk Bantu Rusia di Ukraina,GLOBAL,24/12/2024,"SEOUL, KOMPAS.com - Militer Korea Selatan mendeteksi tanda-tanda Korea Utara bersiap mengirim lebih banyak pasukan, senjata, dan drone bunuh diri ke Rusia untuk mendukung perang di Ukraina. 
Informasi ini disampaikan oleh Kepala Staf Gabungan Korea Selatan (JCS) pada Senin (23/12/2024).
Menurut JCS, Pyongyang sebelumnya telah mengirim peluncur roket 240mm dan howitzer swa-gerak 170mm ke Rusia. 
Baca juga: Presiden Korea Selatan Yoon Suk Yeol Mangkir Lagi dari Sidang Darurat Militer
Baru-baru ini, Kim Jong-un memimpin pengujian drone bunuh diri dan memerintahkan produksi massal senjata tersebut untuk dikirim ke Rusia.
Dilansir Reuters, drone bunuh diri telah menjadi senjata strategis dalam perang Ukraina, dan Korea Utara berencana mengembangkan teknologi tersebut lebih lanjut. 



Media pemerintah Korea Utara melaporkan bahwa Kim juga meminta pembaruan teori militer dan pelatihan untuk menghadapi persaingan global yang semakin intens.
Seoul, Washington, dan Kyiv memperkirakan sekitar 12.000 tentara Korea Utara telah berada di Rusia, dengan 1.100 di antaranya dilaporkan tewas atau terluka. 
JCS mengonfirmasi laporan intelijen bahwa sebagian besar korban berasal dari pertempuran di wilayah Kursk.
Kerja sama militer Korea Utara dan Rusia dapat memperbesar ancaman bagi Korea Selatan. 
Seorang pejabat JCS menyebut bahwa pengalaman tempur dan modernisasi militer Korea Utara dapat meningkatkan kemampuan mereka, meskipun dinilai masih kalah dari militer Korea Selatan.
Baca juga: Ratusan Tentara Korea Utara Tewas saat Coba Gempur Ukraina, Rusia Terbantu atau Malah Terbebani?
Di perbatasan kedua Korea, Korea Utara telah mengerahkan hingga 10.000 tentara untuk memasang penghalang dan pagar kawat berduri. Namun, jumlahnya menurun menjadi beberapa ratus orang pada akhir pekan lalu.
Selain dukungan ke Rusia, JCS memperingatkan kemungkinan Korea Utara akan menguji rudal hipersonik jarak menengah menjelang pelantikan Presiden AS terpilih, Donald Trump. 
Pyongyang juga dilaporkan terus meluncurkan balon berisi sampah ke Korea Selatan sebagai aksi balasan atas selebaran propaganda dari aktivis Korea Selatan.
“Dengan dukungan Rusia, Korea Utara kemungkinan akan melakukan provokasi strategis tahun depan, seperti peluncuran rudal balistik antarbenua dan uji coba nuklir untuk meningkatkan daya tawar dengan AS,” ujar seorang pejabat JCS.
Pejabat sementara Presiden Korea Selatan, Han Duck-soo, mengadakan pembicaraan telepon dengan Komandan Pasukan AS di Korea, Jenderal Xavier T Brunson, untuk membahas ancaman ini. 
Han menekankan pentingnya kerja sama erat antara Korea Selatan dan AS untuk menjaga keamanan.
Brunson menyatakan bahwa fokus utama adalah aksi nyata, termasuk latihan bersama yang praktis untuk menghadapi segala ancaman.










Baca juga: Won Korea Selatan Sentuh Level Terendah Imbas Politik Dalam Negeri
Dengan meningkatnya ketegangan, kawasan Korea menghadapi situasi yang semakin tidak pasti, terutama dengan eskalasi provokasi Korea Utara yang didukung oleh Rusia.

 
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Kemiskinan Bikin Anak Skeptis terhadap Dunia, Kok Bisa?",LIFESTYLE,24/12/2024,"KOMPAS.com - Kesulitan ekonomi dan kemiskinan ternyata juga bisa memberikan dampak buruk yang panjang pada anak-anak. 
Psikolog Klinis Olphi Disya Arinda, M.Psi., Psikolog, kesulitan ekonomi di masa kecil dapat meninggalkan bekas yang mendalam dalam diri seorang anak, menciptakan jejak trauma emosional yang sulit dihilangkan. 
""Kemiskinan itu traumatik, lho, ya. Jadi jangan menyepelekan kayak 'Oh nanti dia bisa kok untuk berjuang sendiri'. Traumanya itu terbawa sampai dewasa,"" ujar Olphi ketika diwawancarai Kompas.com, belum lama ini. 
Baca juga: 4 Alasan Kesulitan Ekonomi Sebabkan Trauma pada Anak, Pengabaian Salah Satunya
Pasalnya, ia menjelaskan, kemiskinan bukan hanya soal kekurangan materi, tetapi juga mencakup kualitas nutrisi yang bisa didapatkan, pola asuh orangtua ke anak, hingga kualitas pendidikan. 
Anak-anak yang tumbuh dalam kemiskinan seringkali mengalami ketidakpastian yang ekstrem, membuat mereka merasa dunia tidak adil, bahkan tidak merasa aman ketika berada di rumah sendiri. 



Belum lagi adanya dampak lain kemiskinan yang membuat orangtuanya melakukan pengabaian, seperti kekerasan dalam rumah tangga, hingga mengidap gangguan kesehatan mental. 
""Ketiadaan suatu hal itu sangat dampaknya sangat signifikan, itu bisa menghancurkan keluarga,"" ungkap Disya. 
Akhirnya, anak-anak yang hidup dalam kemiskinan kerap merasa tidak aman, cemas, dan tidak percaya diri sejak kecil. 
Baca juga: Menyusun Rencana Kabur dari Kemiskinan
Mereka cenderung berpandangan negatif pada dunia jika tidak mendapatkan dukungan emosional dan kesempatan untuk mengatasi keterbatasannya. 
Dampak jangka panjang dari anak yang tumbuh dalam kondisi ini menjadi skeptis terhadap dunia. 
""Dia akan berpikir bahwa dunia tuh enggak baik, susah. Makanya banyak orang yang skeptis,"" jelas Disya. 
Hal ini memengaruhi cara sang anak memandang hidup, membuat mereka cenderung mengembangkan external locus of control, yaitu sebuah keyakinan bahwa segala sesuatu terjadi di luar kendali mereka. 
Mereka merasa tidak memiliki kuasa untuk mengubah keadaan karena sejak kecil terbiasa melihat kesulitan sebagai sesuatu yang tidak dapat diatasi.
Ketidakpercayaan ini dapat menghambat perkembangan mereka.
Anak mungkin lebih fokus menyalahkan kondisi dan lingkungan daripada mencari jalan keluar, sehingga akhirnya sulit untuk berkompetisi dengan sebayanya. 
Baca juga: Perempuan Milenial, Kontributif atau Skeptis?"
Radja Ogah Hapus Video Musik “APA SIH” meski Diprotes Vadel Badjideh,HYPE,24/12/2024,"JAKARTA, KOMPAS.com – Grup band Radja menolak menghapus video musik lagu “APA SIH”, meskipun mendapat protes dari Vadel Badjideh yang menjadi model dalam video tersebut.
Ian Kasela menegaskan, video musik itu masih bisa diakses melalui saluran YouTube resmi Radja.
“Enggak akan (direvisi). Kalau video klip, ya sudah dirilis. Enggak akan kita take down,” kata Ian Kasela dalam jumpa pers di daerah Mampang, Jakarta Selatan, Senin (23/12/2024).
Baca juga: Penjelasan Radja soal Lagu APA SIH Disebut Mirip APT. Rosè BLACKPINK
Gitaris Radja, Moldy, juga mengungkapkan bahwa video klip ini telah ditonton oleh banyak orang, sehingga tidak ada alasan untuk menghapusnya.
“Dalam 24 jam, hampir 200.000 (view). Kalau di-take down enggak mungkin. Biarin aja running,” ucap Moldy.



Radja menegaskan, mereka tidak memiliki niat buruk terhadap Vadel melalui video klip tersebut.
Ian Kasela berharap agar Vadel bisa lebih santai dalam menyikapi hal ini.

Baca juga: Radja Klarifikasi soal Vadel Badjideh yang Kecewa Wajahnya Ditempeli Gambar Monyet
“Kalau gue sih lebih berharap dia (Vadel) bisa lebih rileks, lebih santai. Toh itu juga enggak ngatain dia monyet. Justru kita mau menggiring publik kalau dia Bruno Mars Indonesia,” ujar Ian.
Radja juga menekankan, mereka ingin terus fokus berkarya ke depannya tanpa terlibat kontroversi.
“Di postingan gue, ya gue hadapi dan jalani. Ke depannya ya sudahlah,” tutur Ian.
Sebagai informasi, Radja baru saja merilis sing “Apa Sih” pada 21 Desember 2024, dengan Vadel Badjideh sebagai model video klipnya.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Pendakian Gunung Semeru Kembali Dibuka, Kuota Harian Dibatasi 200 Pendaki, Menhut: Siapa Cepat Dia Dapat",REGIONAL,24/12/2024,"LUMAJANG, KOMPAS.com - Wisata pendakian Gunung Semeru di Kabupaten Lumajang, Jawa Timur, resmi dibuka untuk umum dan siap untuk didaki, Selasa (24/12/2024).
Namun, kuota pendaki yang diperbolehkan naik dibatasi hanya 200 orang setiap harinya.
Menteri Kehutanan Republik Indonesia, Raja Juli Antoni, menyatakan bahwa hanya pendaki yang mendaftar paling cepat yang akan mendapatkan kesempatan untuk mendaki.
""Kuota kita batasi 200 orang per hari, jadi siapa cepat dia dapat,"" ujarnya di Ranupani, Senin (23/12/2024).
Baca juga: Erupsi Merapi dan Sejarah Letusannya...
Untuk mendapatkan tiket pendakian Gunung Semeru, calon pendaki dapat melakukannya secara online melalui laman resmi pendaftaran di https://bookingsemeru.bromotenggersemeru.org.



Menurut informasi dari situs tersebut, biaya yang harus dikeluarkan oleh pendaki domestik berkisar antara Rp 49.000 hingga Rp 59.000 per orang pada hari kerja.
Rincian biaya tersebut meliputi tiket masuk sebesar Rp 20.000 pada hari kerja dan Rp 30.000 pada hari libur, tiket pendakian Rp 20.000 per orang per pendakian, tiket kegiatan camping Rp 5.000 per orang per hari, serta asuransi sebesar Rp 4.000 per orang per hari.
Sementara itu, untuk wisatawan mancanegara, tarif yang dikenakan mencapai sekitar Rp 230.000 per orang per hari.
Baca juga: 9 Tahun Erupsi Merapi, Mengenang Mbah Maridjan Sang Juru Kunci...

Baca juga: Apa Itu Gempa Megathrust?
Pembukaan pendakian gunung Semeru
Rincian biaya untuk wisatawan asing meliputi tiket masuk sebesar Rp 200.000 per orang per hari, tiket pendakian Rp 20.000, tiket kegiatan camping Rp 5.000, dan asuransi Rp 5.000 per orang per hari.
Raja Juli juga mengimbau para pendaki untuk tetap berhati-hati dan mematuhi arahan dari petugas Taman Nasional Bromo Tengger Semeru (TN BTS).
Mengingat cuaca di sekitar lereng Gunung Semeru sering kali diguyur hujan dan aktivitas vulkanik gunung tersebut masih fluktuatif, ia menekankan pentingnya kewaspadaan.
""Saya imbau, para pendaki untuk tertib, yang terpenting adalah kesadaran kita. Mari kita nikmati keindahan Semeru dengan riang gembira,"" pungkasnya.
Baca juga: Hari Ini dalam Sejarah: Erupsi Merapi Renggut Nyawa Mbah Maridjan
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"""Speedboat"" Tabrak Motor Kayu hingga Tenggelam, 14 Penumpang Dievakuasi",REGIONAL,24/12/2024,"SOFIFI, KOMPAS.com - Tabrakan antara kapal cepat (speedboat) dengan kapal motor kayu terjadi di perairan Sofifi, Maluku Utara, pada Selasa (24/12/2024).
Kepala Kantor SAR Ternate, Fathur Rahman mengatakan, insiden tabrakan terjadi pada pukul 05.25 WIT, saat kapal motor kayu dari Jailolo menuju Tidore melintas, kemudian ditabrak speedboat dari arah Sofifi menuju Ternate.
""Pukul 05.59 WIT, tim tiba di lokasi kejadian dan berhasil menemukan speedboat serta motor kayu yang terlibat tabrakan,"" kata Fathur di Ternate.
Baca juga: Mantan Ketua DPD Gerindra Penyuap Eks Gubernur Maluku Utara Divonis 2 Tahun 8 Bulan
Akibat tabrakan ini, bagian depan speedboat mengalami robekan. Sementara kapal motor kayu rusak dan dipenuhi air hingga tenggelam.
""Ya, (speedboat) hanya kerusakan bagian anjungan saja. Yang mengalami kerusakan dan tenggelam kapal kayu,"" ujarnya.



Tidak ada korban jiwa dalam insiden ini. Tim SAR gabungan berhasil mengevakuasi 10 orang penumpang, dan empat orang anak buah kapal (ABK) ke pelabuhan armada Semut Ternate.


Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Pidato di Rumah Sakit, Pesan Natal Raja Charles: Kesehatan, Solidaritas, dan Kebersamaan",HYPE,24/12/2024,"KOMPAS.com - Raja Charles akan menyampaikan pesan Natal tradisionalnya pada tanggal 25 Desember 2024, tetapi mereka yang menonton akan melihat bahwa ia akan menyampaikannya dari lokasi yang berbeda dari tradisi biasanya.
Raja Charles akan menyampaikan pesannya dari bekas kapel sebuah rumah sakit - Kapel Fitzrovia di pusat kota London yang dulunya merupakan bagian dari Rumah Sakit Middlesex - tepatnya.
Baca juga: Pangeran William dan Kate Middleton Tak Hadiri Undangan Jamuan Natal Raja Charles
Ini akan menandai pertama kalinya dalam lebih dari 10 tahun bahwa pesan Natal tidak direkam di kastil kerajaan Inggris.
Mengingat perjuangannya melawan kanker selama setahun terakhir, Raja Charles dilaporkan ingin memfilmkan pesannya di lokasi yang merupakan penghormatan bagi perjuangan kesehatan.
Baca juga: Pangeran Andrew Tak Hadiri Undangan Raja Charles di Tengah Skandal Mata-Mata China



Hasilnya, The Telegraph melaporkan Raja Charles merekam pesannya hampir dua minggu lalu di Kapel Fitzrovia.
Raja Charles berharap perubahan lokasi tersebut akan membuatnya lebih dekat dengan keinginannya untuk ""menjangkau masyarakat daripada membawa mereka ke dalam dirinya"".
Baca juga: Alasan Raja Charles Jengkel Saat Tahu Pangeran Andrew Memiliki Hubungan dengan Mata-mata China
Pesannya akan menyentuh tema perawatan kesehatan dan kekuatan masyarakat, serta kekuatan kebersamaan dan persatuan.
Sumber istana kerajaan Inggris juga mencatat bahwa pidato tersebut juga akan ""merefleksikan tantangan internasional, nasional, dan pribadi serta bagaimana tantangan tersebut dapat diatasi oleh masyarakat yang saling mendukung"".
Baca juga: Raja Charles Frustrasi Pangeran Andrew Menjalin Hubungan Dekat dengan Mata-mata China
Saat memutuskan di mana akan menyampaikan pesannya, Raja Charles menginginkan lokasi dengan nuansa segar dan modern mengingat riwayat kesehatannya baru-baru ini.
Kakeknya, George VI, meletakkan batu fondasi saat rumah sakit tersebut dibangun kembali pada tahun 1928.
Baca juga: Raja Charles Frustrasi Pangeran Andrew Menjalin Hubungan Dekat dengan Mata-mata China
Mengenai kapel, kapel tersebut dibangun di jantung bekas Rumah Sakit Middlesex dan menawarkan tempat bagi staf dan pasien untuk merenung sambil menampilkan langit-langit mosaik emas di atas bagian tengah gereja.
Pesan Raja Charles disampaikan setelah tahun yang penuh cobaan bagi keluarga kerajaan Inggris.
Baca juga: Christopher Nolan dan Istri Dianugerahi Gelar Kehormatan oleh Raja Charles
Raja Charles dan Kate Middleton dirawat di rumah sakit pada awal tahun 2024, Raja Charles mengalami pembesaran prostat dan Kate Middleton menjalani operasi perut.
Keduanya kemudian didiagnosis menderita kanker dalam hitungan hari.
Putri Anne juga dirawat di rumah sakit setelah pingsan karena ditabrak kuda, sementara Ratu Camilla juga telah pulih dari serangan pneumonia dalam beberapa minggu terakhir.
Baca juga: Kesehatan Raja Charles III Tak Kunjung Membaik, Pangeran William dan Kate Middleton Bersiap Naik Takhta
Pidato Raja akan disiarkan di televisi dan radio pada pukul 3 sore di Inggris pada Hari Raya Natal.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
PBNU Siap Jadi Mitra Dialog Eks Anggota JI,NEWS,24/12/2024,"JAKARTA, KOMPAS.com - Pengurus Besar Nahdlatul Ulama (PBNU) menegaskan, siap menjadi mitra dialog bagi para eks anggota Jamaah Islamiyah (JI). Ruang dialog dibuka agar mereka yang telah keluar dari kelompok tersebut, tidak membentuk kelompok baru yang berpotensi memiliki paham yang sama.
“PBNU siap menjadi mitra dialog baik dengan eks JI, hal ini juga diminta, karena tentu mereka masih dalam pendampingan Densus 88, BNPT. Jadi PBNU siap menjadi mitra,” kata Gus Ipul kepada Kompas.com, Selasa (24/12/2024).
“Nantinya, mereka juga akan menjadi pihak yang akan menyadarkan saudara-saudara kita yang belum berubah cara berpikirnya untuk bisa diajak lagi bersama-sama,” tambahnya.
Baca juga: BNPT Akan Bina 1.315 Mantan JI yang Bertaubat
Dalam kesempatan itu, Menteri Sosial tersebut mengapresiasi kinerja Kapolri Jenderal Listyo Sigit Prabowo bersama jajaran Detasemen Khusus 88 Antiteror Polri dan Badan Nasional Penanggulangan Terorisme (BNPT).
Menurutnya, mereka telah mampu melakukan pendekatan persuasif, sehingga para pimpinan JI dan para pengikutnya bersedia membubarkan diri dan berikrar setia kepada Negara Kesatuan Republik Indonesia (NKRI).



Namun, kata Gus Ipul, yang menjadi persoalan berikutnya adalah bagaimana membuat para eks anggota JI untuk dapat bersosialisasi kembali di tengah-tengah masyarakat seperti sedia kala.
Hal itulah, menurut dia, yang membuat PBNU siap menjadi mitra dialog bagi para eks anggota JI, agar mereka bisa kembali ke masyarakat.
Baca juga: Soal JI, Densus 88 Sebut Pendekatan Humanis Mampu Redam Paham Radikal
Sebelumnya, sekitar 1.200 anggota JI berdeklarasi membubarkan diri dan menyatakan ikrar setia kepada NKRI di Solo, Jawa Tengah, Sabtu (21/12/2024).
Ikrar setia ini juga diikuti oleh 6.800 anggota JI lainnya, yang mengikuti proses deklarasi itu secara daring dari berbagai daerah.
Melansir Kompas.id, deklarasi kemarin menjadi deklarai yang paling banyak diikuti anggota JI, setelah lima bulan sebelumnya, pucuk pimpinan organisasi tersebut menyatakan deklarasi serupa.
Pembacaan ikrar setia kepada NKRI itu disaksikan sejumlah pejabat negara, di antaranya Kepala Kepolisian Negara RI Jenderal (Pol) Listyo Sigit Prabowo, Kepala Datasemen Khusus 88 Antiteror Polri Inspektur Jenderal Sentot Prasetyo, dan Kepala Badan Nasional Penanggulangan Terorisme (BNPT) Eddy Hartono.
Ada pula Menteri Hukum Supratman Andi Agtas dan Menteri Sosial Saifullah Yusuf.
Baca juga: Jemaah Islamiyah Bubar, BNPT Upayakan Napiter JI Bebas Bersyarat
Pada kesempatan itu, Kapolri mengungkapkan, Densus 88 Polri bersama BNPT telah menggelar 45 kali pertemuan dengan anggota JI, baik untuk sosialisasi maupun deklarasi pembubaran serta ikrar kembali ke pangkuan NKRI.
Puluhan kali pertemuan itu disebutnya sebagai bagian dari pendekatan lunak yang dilakukan aparat kepada para anggota JI agar bersedia kembali mengakui Pancasila sebagai dasar negara.
”Tentunya ini kabar yang sangat membahagiakan bagi kita semua,” kata Listyo.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Sosok Har, Penjual Mie Ayam yang Raih Anugerah Cerpen Terbaik Kompas 2023",EDUKASI,24/12/2024,"KOMPAS.com - Siapapun bisa jadi penulis, termasuk seorang penjual mie ayam. Inilah yang dilakukan oleh Aveus Har.
Tulisannya yang berjudul ""Istri Sempurna"" berhasil terpilih sebagai Cerpen Terbaik Kompas tahun 2023 dalam Anugerah Cerpen Kompas yang diselenggarakan di Bentara Budaya Jakarta, Jakarta Barat, pada Jumat (20/12/2024).
Baca juga: Menteri Agama Buka MTQ Pelajar Jabodetabek yang Digelar YWAMJ
Pemilik nama asli Suharso ini merupakan seorang penjual mie ayam ""Mas Harso"" di Pekalongan. Kepada para tamu dalam Anugerah Cerpen Kompas, Suharso menuturkan bahwa di sela-sela kesibukannya berjualan mie ayam, ia selalu menyempatkan diri untuk membaca.
""Keseharianku jualan mie ayam tidak memungkinkan aku untuk banyak berinteraksi dengan dunia luar, jadi di sela-sela berdagang mie ayam itu aku lebih banyak membaca,"" ungkapnya dalam sesi diskusi.
Menangkan anugerah Cerpen Terbaik, Har menuturkan bahwa hobinya bukanlah menulis.



""Memang menulis bukan hobi saya. Hobi saya adalah membaca dan menulis itu adalah efek ketika saya suka membaca,"" tambahnya.
Menulis sambil bekerja terkadang membuat Har kelimpungan. Ia bercerita bahwa tak jarang ide-ide cerita datang ketika ia sedang melayani pelanggan. Lebih memprioritaskan pelanggan, Har sering kali harus merelakan ide-ide tersebut.
Baca juga: Alumni UGM D4, S1 Bisa Diterima S2 Langsung, Ini Syaratnya
“Kalau ide itu mau menghilang, silakan hilang. Tetapi kalau ide itu mau datang padaku, datang. Karena aku enggak menganggap bahwa ide itu adalah milikku. Ide itu datang kepadaku dan aku hanya menuliskannya,” tuturnya.
Sebagai penutup sesi diskusi, Har berpesan kepada para generasi muda agar senantiasa mengembangkan sikap kritis melalui membaca.
“Kita harus mengembangkan sikap kritis dan banyak rasa ingin tahu, karena itu yang membuat kita menjelajah pengetahuan-pengetahuan baru,” pungkasnya.
Baca juga: Alumni UGM D4, S1 Bisa Diterima S2 Langsung, Ini Syaratnya
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
